대학명,대학코드,캠퍼스,전형분류,전형명,반영학년도,진로선택_반영비율,일반선택_반영비율,반영교과_인문,반영교과_자연,등급환산방식,반영지표,수능최저,출처URL,비고
고려대학교(세종),0000070,분교,학생부교과,학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257700&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000070&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
고신대학교,0000071,본교,학생부교과,특성화고,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243095&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000071&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
광주대학교,0000231,본교,학생부교과,학생부교과,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247025&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000231&searchSyr=2027,자동초안:subject=ALL5|ratio=PDF_CAREER_NOT_REFLECTED|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
광주여자대학교,0000076,본교,학생부교과,일반학생전형Ⅰ,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247286&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000076&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
광주여자대학교,0000076,본교,학생부교과,일반학생전형Ⅱ,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000247286&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000076&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립강릉원주대학교,0000001,본교,학생부교과,학생부교과전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN|PDF_NOT_FOUND. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립경국대학교,0000021,본교,학생부교과,일반학생전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257807&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000021&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립경국대학교,0000021,본교,학생부교과,특성화고출신자전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257807&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000021&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립군산대학교,0000009,본교,학생부교과,일반학생전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242949&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000009&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립금오공과대학교,0000010,본교,학생부교과,특성화고교출신자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000010&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립금오공과대학교,0000010,본교,학생부교과,특성화고등을졸업한재직자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000010&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립금오공과대학교,0000010,본교,학생부교과,학생부교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256927&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000010&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립목포대학교,0000011,본교,학생부교과,특성화고교전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN|PDF_NOT_FOUND. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립목포해양대학교,0000012,본교,학생부교과,특성화고 등을 졸업한 재직자 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242838&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000012&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립목포해양대학교,0000012,본교,학생부교과,특성화고교출신자 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242838&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000012&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립부경대학교,0000013,본교,학생부교과,특성화고교인재전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243308&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000013&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립한국교통대학교,0000034,본교,학생부교과,특성화고동일계전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243055&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000034&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
국립한밭대학교,0000039,본교,학생부교과,학생부교과전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257177&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000039&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
극동대학교,0000080,본교,학생부교과,교과우수자 전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252398&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000080&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
극동대학교,0000080,본교,학생부교과,일반학생 전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252398&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000080&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
나사렛대학교,0000081,본교,학생부교과,일반학생전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000254716&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000081&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
남부대학교,0000216,본교,학생부교과,일반학생전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257179&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000216&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
단국대학교,0000082,본교,학생부교과,학생부교과전형 - 지역균형선발,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242997&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000082&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
단국대학교,0000082,본교,학생부교과,학생부종합전형 – 특성화고졸재직자,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242997&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000082&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
단국대학교,0002726,제2캠퍼스,학생부교과,특성화고졸재직자,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243002&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002726&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
단국대학교,0002726,제2캠퍼스,학생부교과,학생부교과우수자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243002&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0002726&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구가톨릭대학교,0000088,본교,학생부교과,특성화고전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243207&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000088&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구대학교,0000084,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242852&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000084&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구한의대학교,0000061,본교,학생부교과,학생부교과 기회균형전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257996&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구한의대학교,0000061,본교,학생부교과,학생부교과 면접전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257996&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구한의대학교,0000061,본교,학생부교과,학생부교과 일반전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257996&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구한의대학교,0000061,본교,학생부교과,학생부교과 지역인재전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257996&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대구한의대학교,0000061,본교,학생부교과,학생부교과 특성화고졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257996&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000061&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대전가톨릭대학교,0000094,본교,학생부교과,학생부교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256547&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000094&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대진대학교,0000097,본교,학생부교과,학교장추천전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242970&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000097&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
대진대학교,0000097,본교,학생부교과,학생부우수자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242970&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000097&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동명대학교,0000235,본교,학생부교과,특성화고 등을 졸업한 재직자 전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255198&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000235&searchSyr=2027,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동명대학교,0000235,본교,학생부교과,특성화고교과 전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255198&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000235&searchSyr=2027,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동명대학교,0000235,본교,학생부교과,특성화고동일계 전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000255198&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000235&searchSyr=2027,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동서대학교,0000103,본교,학생부교과,특성화교과 전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244507&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000103&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동아대학교,0000105,본교,학생부교과,특성화고교출신자전형,2027,0,100,국·수·영·사·과,국·수·영·사·과,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000242892&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000105&searchSyr=2027,자동초안:subject=ALL5|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동양대학교,0000106,본교,학생부교과,특성화고교졸업자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000244728&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000106&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동의대학교,0000107,본교,학생부교과,특성화고동일계전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252168&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000107&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
동의대학교,0000107,본교,학생부교과,특성화고전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000252168&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000107&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
명지대학교,0000109,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243027&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000109&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=PDF_CAREER_NOT_REFLECTED|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
명지대학교,0000111,제2캠퍼스,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243030&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000111&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=PDF_CAREER_NOT_REFLECTED|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목원대학교,0000112,본교,학생부교과,학생부교과 교과면접전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목원대학교,0000112,본교,학생부교과,학생부교과 교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목원대학교,0000112,본교,학생부교과,학생부교과 사회적배려자전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목원대학교,0000112,본교,학생부교과,학생부교과 정원외전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목원대학교,0000112,본교,학생부교과,학생부교과 지역인재전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000239967&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000112&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
목포가톨릭대학교,0000221,본교,학생부교과,일반학생전형,2027,0,100,미확인,미확인,평균등급 근사(공식 환산점수 아님),등급,미확인,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000256894&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000221&searchSyr=2027,자동초안:subject=UNKNOWN|ratio=DEFAULT_GENERAL100_REVIEW|minreq=UNKNOWN. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
배재대학교,0000113,본교,학생부교과,특성화고교 졸업자 특별전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000243046&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000113&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
부산가톨릭대학교,0000114,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000245025&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000114&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
부산대학교,0000014,본교,학생부교과,학생부교과,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000257099&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000014&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
부산외국어대학교,0000115,본교,학생부교과,특성화고교과전형,2027,0,100,전과목,전과목,평균등급 근사(공식 환산점수 아님),등급,없음,https://www.adiga.kr/cmm/com/file/fileDown.do?fileId=00000000000000253081&fileSn=1&menuId=PCUVTINF2000&downLogYn=Y&unvCd=0000115&searchSyr=2027,자동초안:subject=ALL_SUBJECTS|ratio=DEFAULT_GENERAL100_REVIEW|minreq=NO. 점수표 없이 간이 평균등급 추천용으로 포함. 공식 환산점수 아님.
